charity_id,accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,organization_type,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions
1166,85,674768,Huntington Museum of Art,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14230,Huntingon,nan,42763,2.02,Executive Director,-372625,73.87,205493,21071494,"Arts, Culture, Humanities : Museums ",598161,78.69,0,1231328,WV,1063918
1167,93,88405,Hunter's Hope Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9823,Orchard Park,nan,75000,9.39,Chief Executive Officer,-68734,84.37,91065,949534,"Health : Diseases, Disorders, and Disciplines ",19109,87.89,0,618484,NY,710111
1168,89,7934707,"The Huntington Library, Art Collections, and Botanical Gardens",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3815,San Marino,nan,444131,0.68,President,9685701,95.04,3776475,628175997,"Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation ",22594296,91.46,0,52661828,CA,43392805
1169,92,1850661,Huntington Medical Research Institutes,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5849,Pasadena,nan,296529,3.04,Chief Scientist/President,2875334,83.03,915403,57093594,Health : Medical Research ,7053387,86.73,0,6959193,CA,4948085
1170,89,638980,Hunter Museum of American Art,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13895,Chattanooga,nan,154673,4.69,Executive Director,-344820,82.6,222000,36272172,"Arts, Culture, Humanities : Museums ",1269041,85.44,0,2431119,TN,1245629
1171,96,404458,Hunger Task Force,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8193,Milwaukee,nan,203906,1.17,Executive Director,1119775,88.84,706476,10315018,"Human Services : Food Banks, Food Pantries, and Food Distribution ",181607,91.61,0,16290757,WI,18339859
1172,100,1845304,The Hunger Project,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6427,New York,nan,263107,1.42,"CEO, President",-2349347,86.87,1984423,11784570,International : Development and Relief Services ,153828,90.71,0,14666024,NY,15992576
1173,96,358917,Hunger Free America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12583,New York,nan,122214,3.04,Executive Director,-215512,87.73,239913,2033759,Human Services : Social Services ,-1755,90.87,0,3420059,NY,3805132
1174,93,82337,Hunger Network of Greater Cleveland,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6541,Cleveland,nan,29353,0.25,Interim Executive Director,-193829,80.6,332086,741546,"Human Services : Food Banks, Food Pantries, and Food Distribution ",223889,85.41,0,11315658,OH,11312363
1175,100,931525,Humane Society Silicon Valley,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3847,Milpitas,nan,223843,2.09,President,1251096,78.52,1546205,34419010,"Animals : Animal Rights, Welfare, and Services ",423878,84.81,0,8203356,CA,9530904
1176,100,331039,Humane Society of Utah,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6403,Murray,nan,97910,1.91,Executive Director,177722,82.97,765722,8054237,"Animals : Animal Rights, Welfare, and Services ",-24908,87.95,0,4019090,UT,2235450
1177,89,161304,Humane Society of Vero Beach and Indian River County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5564,Vero Beach,nan,116002,3.39,Executive Director,381257,89.18,394871,8239496,"Animals : Animal Rights, Welfare, and Services ",1421329,89.08,0,2863517,FL,1635066
1178,100,390100,Humane Society of Tampa Bay,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5560,Tampa,nan,121610,1.46,Executive Director,73546,90,789281,5927216,"Animals : Animal Rights, Welfare, and Services ",1445212,92.92,0,7100470,FL,2638641
1179,81,374904,Humanities Texas,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15406,Austin,nan,,,nan,715327,91.81,69026,6527046,"Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation ",49732,85.36,0,2390075,TX,3438850
1180,100,256109,Humble Area Assistance Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15415,Humble,nan,71465,2.25,Executive Director,65705,92.49,37414,1742436,Human Services : Social Services ,60919,94.68,0,2872304,TX,2328599
1181,82,311897,Humane Society of West Michigan,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5287,Grand Rapids,nan,83528,4.7,Executive Director,231847,84.34,294290,6697674,"Animals : Animal Rights, Welfare, and Services ",372435,83.12,0,1169333,MI,1175198
1182,96,3356686,The Humane Society of the United States,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3848,Washington,nan,380188,0.28,"President, CEO",-5204820,69.41,38524244,210562298,"Animals : Animal Rights, Welfare, and Services ",12843950,78.18,0,89897389,DC,112881052
1183,96,280751,Humane Society of Southern Arizona,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5746,Tucson,nan,80444,1.41,Chief Operating Officer,83156,82.1,974304,16747277,"Animals : Animal Rights, Welfare, and Services ",194760,87.03,0,4446445,AZ,4611463
1184,81,73449,Humanitarian Service Project,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9984,Carol Stream,nan,40300,3.41,Executive Director,-75879,100,33174,2803138,Human Services : Social Services ,35000,86.56,0,1073382,IL,1069126
1185,88,220375,Humane Society of Summit County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6074,Twinsburg,nan,,,nan,150784,88.32,155584,1132247,"Animals : Animal Rights, Welfare, and Services ",197188,88.15,0,1354950,OH,1461453
1186,100,67970,Humane Society of South Coastal Georgia,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13338,Brunswick,nan,62308,7.76,Executive Director,-267763,89.05,36005,4731070,"Animals : Animal Rights, Welfare, and Services ",60312,92.25,0,698675,GA,342860
1187,88,448975,Humane Society of Sonoma County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5837,Santa Rosa,nan,115000,2.29,Executive Director,-1035256,89.25,344740,6590825,"Animals : Animal Rights, Welfare, and Services ",108594,88.6,0,4222888,CA,1671999
1188,86,249619,Humane Society of South Mississippi,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7270,Gulfport,nan,104265,4.92,Executive Director,12666,86.3,123882,6067094,"Animals : Animal Rights, Welfare, and Services ",158128,86.14,0,1742527,MS,977874
1189,100,149694,Humane Society of the Treasure Coast,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6304,Palm City,nan,128077,3.77,CEO,-490060,92.01,330941,4839311,"Animals : Animal Rights, Welfare, and Services ",74811,94.35,0,2913125,FL,1649787
1190,100,610460,Humane Society of the Pikes Peak Region,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5727,Colorado Springs,nan,195827,1.8,"Executive Director, CEO",744703,90.42,933150,23779432,"Animals : Animal Rights, Welfare, and Services ",301457,93.22,0,9308265,CO,3481553
1191,96,147531,Humane Society of Sarasota County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6319,Sarasota,nan,82876,3.62,Executive Director,540017,100,97029,12843965,"Animals : Animal Rights, Welfare, and Services ",504685,97.17,0,2042365,FL,1571453
1192,100,111280,Humane Society of Pulaski County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7283,Little Rock,nan,,,President,370358,90,1690,2350951,"Animals : Animal Rights, Welfare, and Services ",183068,92.92,0,971662,AR,1154452
1193,92,483911,Humane Society of North Texas,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6356,Fort Worth,nan,85223,1.95,Executive Director,-239804,100,146549,20165302,"Animals : Animal Rights, Welfare, and Services ",652983,94.34,0,3726811,TX,2220990
1194,100,233012,Humane Society of Pinellas,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5559,Clearwater,nan,90946,4.12,Executive Director,-194676,86.17,417168,3853321,"Animals : Animal Rights, Welfare, and Services ",116572,90.22,0,1554069,FL,1338503
1195,100,331209,Humane Society of New York,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5991,New York,nan,124005,2.2,Executive Director,1016334,91.28,296222,31033571,"Animals : Animal Rights, Welfare, and Services ",458706,93.83,0,5006469,NY,2532576
1196,96,1766694,Humane Society of Missouri,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3846,St. Louis,nan,274218,1.48,President,1582258,86.69,1426274,80693334,"Animals : Animal Rights, Welfare, and Services ",1735086,90.17,0,15253716,MO,10132558
1197,100,123789,Humane Society of Manatee County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17222,Bradenton,nan,,,Executive Director,163143,97.01,186448,4438659,"Animals : Animal Rights, Welfare, and Services ",95881,97.88,0,1669076,FL,1236658
1198,85,133210,Humane Society of Marion County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7241,Ocala,nan,70338,6.03,Executive Director,-17423,79.21,204536,2275777,"Animals : Animal Rights, Welfare, and Services ",580748,81.87,0,827130,FL,404524
1199,92,300664,Humane Society of Memphis & Shelby County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6853,Memphis,nan,74085,3.62,Executive Director,-843836,78.92,128396,8832416,"Animals : Animal Rights, Welfare, and Services ",407397,84.05,0,1616201,TN,674769
1200,100,244261,Humane Society of Indianapolis,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6136,Indianapolis,nan,126410,2.38,Executive Director,-445264,86.71,769159,4529945,"Animals : Animal Rights, Welfare, and Services ",-240488,90.6,0,4276598,IN,3471450
1201,89,271243,Humane Society of Harrisburg Area,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6815,Harrisburg,nan,97048,4.32,Executive Director,157220,89.38,126452,4039174,"Animals : Animal Rights, Welfare, and Services ",143458,89.18,0,1845970,PA,1738553
1202,93,242759,Humane Society of Greater Miami,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6303,North Miami Beach,nan,116758,2.02,Executive Director,264297,84.77,276732,7771249,"Animals : Animal Rights, Welfare, and Services ",835641,88.14,0,5254907,FL,1463799
1203,78,175096,Humane Society of Greater Kansas City,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7058,Kansas City,nan,38846,1.92,President,203624,83.52,159368,1274526,"Animals : Animal Rights, Welfare, and Services ",-182976,80.56,0,1679610,KS,1444043
1204,70,6447,Humane Society of Fairfax County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7180,Fairfax,nan,,,nan,740571,83.94,194440,8688021,"Animals : Animal Rights, Welfare, and Services ",239800,75.93,0,1435700,VA,1940563
1205,100,259240,Humane Society of Greater Dayton,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6111,Dayton,nan,79114,4.81,"President, CEO",128178,90.08,138007,2240979,"Animals : Animal Rights, Welfare, and Services ",215669,92.98,0,1244733,OH,1366201
1206,100,289474,Humane Society of Huron Valley,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6156,Ann Arbor,nan,142986,2.5,"President, CEO",549348,91.27,593248,10577441,"Animals : Animal Rights, Welfare, and Services ",380753,93.82,0,4834115,MI,3056540
1207,89,47496,Humane Society of Elkhart County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17221,Bristol,nan,74320,7.17,Executive Director,1245108,93.85,100255,5167510,"Animals : Animal Rights, Welfare, and Services ",139740,91.08,0,888482,IN,2043521
1208,81,227801,Humane Society of El Paso,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6341,El Paso,nan,74145,5.06,Executive Director,1085769,93.82,75716,4312132,"Animals : Animal Rights, Welfare, and Services ",204101,85.87,0,1160187,TX,1631475
1209,96,294911,Humane Society of Charlotte,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8278,Charlotte,nan,152456,3.53,Chief Executive Officer,2473889,90.32,687523,6013058,"Animals : Animal Rights, Welfare, and Services ",171376,92.59,0,3329294,NC,5421998
1210,93,1141083,Humane Society of Broward County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5594,Fort Lauderdale,nan,226800,2.78,"President, CEO",-1349712,78.17,1039106,11577429,"Animals : Animal Rights, Welfare, and Services ",1591080,83.78,0,5952909,FL,3085319
1211,100,186614,The Humane Society Naples,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5566,Naples,nan,164923,4.44,Executive Director,1350297,97.5,280478,17922359,"Animals : Animal Rights, Welfare, and Services ",684020,98.23,0,3239487,FL,2567803
1212,100,274359,Humane Society of Boulder Valley,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5724,Boulder,nan,144717,2.53,Chief Executive Officer,-74523,81.35,796420,9739094,"Animals : Animal Rights, Welfare, and Services ",251449,86.81,0,4629788,CO,2452538
1213,96,311217,Humane Society International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5456,Washington,nan,125256,1.08,President,989258,85,857934,672727,"Animals : Animal Rights, Welfare, and Services ",16835,89.02,0,10378834,DC,12487743
1214,92,278717,Humane Society for Southwest Washington,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6620,Vancouver,nan,130911,3.63,President,-289139,74.63,602485,8766027,"Animals : Animal Rights, Welfare, and Services ",297694,81.18,0,2720487,WA,1584915
1215,100,474076,The Humane Society for Tacoma and Pierce County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5760,Tacoma,nan,113323,2.05,Executive Director,-333332,94.97,343888,11866847,"Animals : Animal Rights, Welfare, and Services ",4711,96.44,0,4702488,WA,3356778
1216,89,384382,Humane Society Calumet Area,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17249,Munster,nan,64001,3.17,Chief Executive Officer,-64405,95.84,57812,11830067,"Animals : Animal Rights, Welfare, and Services ",635569,91.68,0,1571612,IN,865999
1217,89,813152,Humane Rescue Alliance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5481,Washington,nan,247066,2.28,President and CEO,11359335,92.47,1034655,21367426,"Animals : Animal Rights, Welfare, and Services ",255585,90.57,0,8941787,DC,17169915
1218,97,65230,Humane Farming Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5634,San Rafael,nan,85436,3.41,President,680229,81.7,363945,13242729,"Animals : Animal Rights, Welfare, and Services ",129387,86.88,0,2069932,CA,3049949
1219,100,605799,Humane Animal Rescue,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6104,Pittsburgh,nan,116478,2.59,Executive Director,958312,85.64,578118,17560841,"Animals : Animal Rights, Welfare, and Services ",164372,89.84,0,3300923,PA,4196516
1220,92,71183,Human Rights Initiative,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9189,Dallas,nan,79560,1.41,Executive Director,-125909,91.5,142364,1692894,"International : International Peace, Security, and Affairs ",8412,91.74,0,5392238,TX,5471464
1221,97,6143253,Human Rights Watch,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3845,New York,nan,490008,0.64,Executive Director,-14883563,85.07,12798207,214651900,"International : International Peace, Security, and Affairs ",3495619,89.23,0,57082762,NY,57620234
1222,100,1275459,Human Rights First,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3986,New York,nan,254331,1.96,"President, CEO",-2045713,81.91,936962,6002590,"International : International Peace, Security, and Affairs ",596962,87.2,0,10720466,NY,10290212
1223,100,172316,Human Rights Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13912,New York,nan,96800,3.49,President,395165,89.29,121158,1569842,"International : International Peace, Security, and Affairs ",0,92.42,0,2472706,NY,3161345
1224,93,1987298,Human Rights Campaign Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6229,Washington,nan,52486,0.37,President,4077645,82.88,2059487,26260582,Human and Civil Rights : Advocacy and Education ,1938842,86.92,0,9964450,DC,16150038
1225,85,292522,Human Race Theatre Company,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15251,Dayton,nan,63440,3.8,Producing Artistic Director,18936,82.07,153223,2793602,"Arts, Culture, Humanities : Performing Arts ",109225,83.46,0,1219760,OH,934296
1226,81,502851,Human Life International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3844,Front Royal,nan,,,nan,179472,78.02,354420,3036451,Human and Civil Rights : Advocacy and Education ,25870,79.45,0,1719386,VA,2730259
1227,100,249017,Humane Pennsylvania,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6817,Reading,nan,140184,4.05,CEO,891049,87.18,240663,6960583,"Animals : Animal Rights, Welfare, and Services ",12962,90.93,0,2968009,PA,2716320
1228,85,540299,Human Options,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11697,Irvine,nan,161343,3.46,Founding Chief Executive Officer,944331,92.77,549023,11353130,Human Services : Social Services ,79911,88.22,0,3561084,CA,5392932
1229,92,222611,Human Development Foundation of North America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5276,Rolling Meadows,nan,62242,2.94,Executive Director,249973,81.9,230199,2072755,"International : Development and Relief Services , ",43573,86,0,1662529,IL,2321739
1230,89,1364221,Hudson Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9354,Washington,nan,448961,3.4,"President, CEO",-3817371,94.34,861662,33540510,"International : International Peace, Security, and Affairs ",1213644,91.25,0,10953747,DC,7209307
1231,93,110315,Hudson Link for Higher Education in Prison,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14635,Ossining,nan,117333,2.69,Executive Director,464133,95,151537,948706,Human Services : Social Services ,-82324,93.91,0,4099742,NY,4906148
1232,78,455352,Houston Volunteer Lawyers Program,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13179,Houston,nan,129645,5.21,Executive Director,272667,84.49,22784,2057399,Human and Civil Rights : Advocacy and Education ,667,80.96,0,2006909,TX,2757045
1233,100,684239,Houston SPCA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5660,Houston,nan,216007,2.48,President,4837683,95.51,715093,39578521,"Animals : Animal Rights, Welfare, and Services ",1679153,96.82,0,7292152,TX,10776698
1234,89,1378287,Hubbard Street Dance Chicago,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6948,Chicago,nan,144646,1.98,Executive Director,-169703,87.14,308175,7316833,"Arts, Culture, Humanities : Performing Arts ",1021934,88.03,0,5610264,IL,2292339
1235,100,143904,Houston Humane Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5661,Houston,nan,,,Executive Director,782366,84.93,563741,14876369,"Animals : Animal Rights, Welfare, and Services ",368295,89.34,0,3994481,TX,1806374
1236,93,582743,Hubbard House,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12214,Jacksonville,nan,176043,3.89,Chief Executive Officer,-497970,95.84,309824,8315066,Human Services : Social Services ,228198,94.24,0,3631456,FL,3607804
1237,96,171123,Houston Habitat for Humanity,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9177,Houston,nan,161729,1.9,Executive Director,1321830,87.5,740006,27154317,Community Development : Housing and Neighborhood Development ,1348365,90.71,28000,7591696,TX,4534285
1238,85,256095,Humane Animal Welfare Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12390,Waukesha,nan,90000,3.97,Executive Director,186860,92.48,264460,8028773,"Animals : Animal Rights, Welfare, and Services ",202497,88.13,0,1742308,WI,1388793
1239,96,3907235,Howard Brown Health Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3841,Chicago,nan,199744,0.46,"President, CEO",9631211,90,3134881,18538819,Health : Treatment and Prevention Services ,255043,92.38,23327,36019836,IL,10751338
1240,96,2793250,Houston Ballet,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3838,Houston,nan,222769,0.74,Executive Director,9395941,97.38,1856341,118952881,"Arts, Culture, Humanities : Performing Arts ",9184318,96.61,23728,25380524,TX,15636084
1241,93,204745,Houston A+ Challenge,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3476,Houston,nan,185870,6.83,Executive Director,-540270,82.5,238785,2330642,Education : Education Policy and Reform ,2392,86.67,0,2277117,TX,1059994
1242,100,832808,Houston Area Women's Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6351,Houston,nan,180086,2.33,"President, CEO",-388040,97.56,634778,15377513,Human Services : Social Services ,172228,98.27,0,6247105,TX,7154423
1243,81,86326,Houston Public Media Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5666,Houston,nan,,,CEO,810503,77.15,2028406,2785249,"Arts, Culture, Humanities : Public Broadcasting and Media , ",-9696,78.98,0,8623900,TX,10744594
1244,88,195889,House of the Good Shepherd Chicago,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10627,Chicago,nan,,,nan,-310364,86.64,122625,1313912,Human Services : Social Services ,13993,87.3,0,781894,IL,770658
1245,89,230604,Housing and Community Development Network of New Jersey,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15700,Trenton,nan,98520,7.71,President,183907,86.91,55475,1304408,Community Development : Housing and Neighborhood Development ,216059,87.9,0,990910,NJ,1242097
1246,96,743147,"House of Ruth, Washington, D.C.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8054,Washington,nan,153379,1.69,Executive Director,-1482100,84.09,623348,6058318,Human Services : Children's and Family Services ,80766,88.39,0,7669355,DC,7450413
1247,89,621710,Houston Parks Board,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6347,Houston,nan,,,"President, CEO",21299034,100,433087,69016410,"Environment : Botanical Gardens, Parks, and Nature Centers ",737867,92.22,0,15440414,TX,31059339
1248,93,548507,House of Ruth Maryland,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10075,Baltimore,nan,181875,2.46,Executive Director,1856772,92.83,708340,16242016,Human Services : Social Services ,2666461,92.91,0,6125626,MD,6155623
1249,96,1925076,Houston Zoo,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5664,Houston,nan,127712,0.29,CEO,7126805,96.72,3753130,137483446,Animals : Zoos and Aquariums ,890088,96.34,0,37555207,TX,14246988
1250,74,302228,House of Neighborly Service,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17336,Loveland,nan,,,nan,43008,89.84,189658,5292231,Human Services : Social Services ,109402,80.26,0,1519010,CO,1880791
1251,85,3862383,Houston Museum of Natural Science,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17059,Houston,nan,284432,1.02,President,8956450,92.15,1982556,189657774,"Arts, Culture, Humanities : Museums ",2552742,88.02,0,21841794,TX,19597845
1252,100,3706079,Houston Food Bank,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5673,Houston,nan,218386,0.11,President & CEO,1949744,98.79,3219945,61492591,"Human Services : Food Banks, Food Pantries, and Food Distribution ",563626,99.14,0,187433744,TX,192389720
1253,92,143911,House of Hope,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14032,Stuart,nan,57952,1.37,Chief Executive Officer,285521,95,395975,2132233,Human Services : Social Services ,424673,93.32,0,3660487,FL,4061221
1254,100,169890,Hour Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6750,Long Island City,nan,98120,2.36,Executive Director,391243,100,284077,10675607,Human Services : Children's and Family Services ,905159,100,0,3686142,NY,3405996
1255,89,67040,House of Bread,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15724,Dayton,nan,60000,4.5,Executive Director,6557,97.5,30496,730890,Human Services : Social Services ,55931,92.02,0,1234896,OH,1283058
1256,43,284997,The House FM,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14573,Ponca City,nan,101329,6.98,"Founder, CEO",337974,87.01,57903,4085392,Religion : Religious Media and Broadcasting ,117653,58.66,0,1108201,OK,1671422
1257,93,158506,Hosanna Industries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10470,Rochester,nan,67000,6.02,Executive Director,648176,93.69,76252,4100861,Community Development : Housing and Neighborhood Development ,59929,93.33,0,877442,PA,1467302
1258,100,222823,Horizons National,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13170,Wesport,nan,295000,8.97,Chief Executive Officer,1014671,90.98,395057,3253256,Education : Youth Education Programs and Services ,14237,93.62,0,2670371,CT,4288685
1259,100,1158172,Hosanna/Faith Comes By Hearing,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6394,Albuquerque,nan,88640,0.48,President,2621070,98.78,1036752,34252345,Religion : Religious Media and Broadcasting ,-74612,99.13,0,16186824,NM,21077430
1260,62,76089,House of Hope Orlando,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13113,Orlando,nan,24356,2.44,President,-120736,90,9826,4025124,"Human Services : Youth Development, Shelter, and Crisis Services ",212420,72.21,0,912070,FL,547574
1261,100,1238794,Horizons for Homeless Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9400,Roxbury,nan,,,"President, CEO",-2326296,80.01,1333953,12895116,Human Services : Children's and Family Services ,-22338,85.86,0,6857697,MA,6666335
1262,96,156353,Horizons Community Solutions,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15060,Albany,nan,,,CEO,-71397,89.02,36118,1277232,"Health : Diseases, Disorders, and Disciplines ",24002,91.73,0,737198,GA,834270
1263,96,66338,Horizons for Youth,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13172,Chicago,nan,145000,5.97,CEO,632547,79.27,606922,1489902,Education : Scholarship and Financial Support ,944682,85.07,0,1754709,IL,2115834
1264,100,979818,Horatio Alger Association of Distinguished Americans,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4938,Alexandria,nan,730394,3.97,Executive Director,2374505,89.06,209193,10760711,Education : Scholarship and Financial Support ,361621,92.26,0,17192071,VA,20017683
1265,100,137755,HopeKids,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12030,Scottsdale,nan,112968,3.53,President,160435,97.5,242195,2205686,Health : Patient and Family Support ,129241,98.23,0,2819701,AZ,3230845
1266,100,159711,Hopegivers International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9595,Columbus,nan,35961,2.37,"President, CEO",-69421,86.3,165814,440523,Religion : Religious Activities ,205,90.31,0,1187168,GA,1443067
1267,100,304804,Hôpital Albert Schweitzer Haiti,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5170,Pittsburgh,nan,180000,2.57,CEO,1282646,85.38,657073,17385568,International : Development and Relief Services ,851789,89.66,0,6026388,PA,6793911
1268,89,319422,HOPE South Florida,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13754,Fort Lauderdale,nan,82412,2.92,CEO,-373116,91.35,194063,943560,"Human Services : Youth Development, Shelter, and Crisis Services ",57793,90.1,0,2299343,FL,2319558
1269,100,3035575,HOPE worldwide,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3830,San Diego,nan,68534,0.43,"President, CEO",-169839,77.26,987598,4955589,International : Development and Relief Services ,1169845,83.92,0,11730936,CA,10427252
1270,85,159604,Horizon House,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15742,Indianapolis,nan,71105,5.29,Executive Director,4768954,89.87,158304,7268981,Human Services : Homeless Services ,91937,87.2,0,1025010,IN,6019935
1271,73,563845,Hope Street Group,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13788,Washington,nan,275637,6.25,"President, CEO",-365922,94.45,266827,2545010,Research and Public Policy : Social and Public Policy Research ,75,80.5,0,3575565,DC,4040240
1272,62,300199,Hope Rural School,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13114,Indiantown,nan,,,Executive Director,958391,84.05,14388,8648714,Education : Youth Education Programs and Services ,167077,70.85,0,1064748,FL,1977032
