key,city,state,Lat,Lng
587,Waterloo,IA,42.492786,-92.3425775
588,Waukee,IA,41.6119903,-93.8855768
589,Bellevue,ID,47.6101497,-122.2015159
590,Boise,ID,43.6150186,-116.2023137
591,Garden City,ID,-6.1657942,106.9657394
592,Hailey,ID,51.813902,-1.491223
593,Idaho Falls,ID,43.4926607,-112.0407584
594,Ketchum,ID,18.9381139,72.8383899
595,Post Falls,ID,47.7179578,-116.9515856
596,Sagle,ID,48.2031124,-116.5655585
597,Sun Valley,ID,43.6971294,-114.3517172
598,Arlington Heights,IL,42.0883603,-87.9806265
599,Aurora,IL,32.0522733,34.7773332
600,Berwyn,IL,41.8505874,-87.7936685
601,Bloomington,IL,39.165325,-86.5263857
602,Bolingbrook,IL,41.6986416,-88.0683955
603,Brookfield,IL,51.8989071,-8.4640123
604,Burbank,IL,34.1808392,-118.3089661
605,Carol Stream,IL,41.9125286,-88.1347927
606,Champaign,IL,40.1164204,-88.2433829
607,Chicago,IL,41.8781136,-87.6297982
608,Crete,IL,35.240117,24.8092691
609,Crystal Lake,IL,42.2411344,-88.3161965
610,Decatur,IL,33.7748275,-84.2963123
611,Downers Grove,IL,41.8089191,-88.0111746
612,East Moline,IL,41.5008673,-90.4442979
613,Elgin,IL,57.649454,-3.318485
614,Elk Grove Village,IL,42.0039178,-87.9703461
615,Evanston,IL,42.0450722,-87.6876969
616,Geneva,IL,46.2043907,6.1431577
617,Glen Ellyn,IL,41.8775293,-88.0670118
618,Glencoe,IL,56.6825599,-5.1022713
619,Glenview,IL,42.0778065,-87.8223368
620,Glenwood,IL,39.5505376,-107.3247762
621,Golf,IL,31.2418276,34.8122825
622,Grayslake,IL,42.3444664,-88.041746
623,Gridley,IL,39.3637773,-121.6935833
624,Gurnee,IL,42.3702996,-87.9020186
625,Harvey,IL,31.7798552,35.221079
626,Highland Park,IL,58.9687304,-2.9554308
627,Hoffman Estates,IL,42.0629915,-88.1227199
628,Itasca,IL,41.9750287,-88.0072909
629,Joliet,IL,41.525031,-88.0817251
630,LaGrange,IL,32.7767783,35.0231271
631,Lake Forest,IL,42.2586342,-87.840625
632,Lake Zurich,IL,42.1969689,-88.0934108
633,Lindenhurst,IL,40.6867667,-73.3734547
634,Lisle,IL,41.801141,-88.0747875
635,Loves Park,IL,42.3200189,-89.0581621
636,Naperville,IL,41.7508391,-88.1535352
637,Normal,IL,32.0866665,34.8032517
638,Northbrook,IL,42.1275267,-87.8289548
639,Northfield,IL,44.4582983,-93.161604
640,Oak Brook,IL,41.8397865,-87.9535534
641,Oak Park,IL,41.8850317,-87.7845025
642,Palatine,IL,42.1103041,-88.03424
643,Palos Heights,IL,41.6680885,-87.7964416
644,Park Ridge,IL,42.0111412,-87.8406192
645,Peoria,IL,40.6936488,-89.5889864
646,Riverwoods,IL,42.1675254,-87.897014
647,Rockford,IL,42.2711311,-89.0939952
648,Rolling Meadows,IL,42.0841936,-88.0131275
649,Rosemont,IL,41.9867507,-87.8721602
650,Schaumburg,IL,42.0333607,-88.0834059
651,Skokie,IL,42.0324025,-87.7416246
652,South Elgin,IL,41.9941938,-88.2922996
653,Springfield,IL,32.0994945,34.8271012
654,St. Charles,IL,38.7881062,-90.4974359
655,Streamwood,IL,42.0255827,-88.1784085
656,Sycamore,IL,32.0656535,34.7799753
657,Tinley Park,IL,41.5731442,-87.7932939
658,Urbana,IL,40.1105875,-88.2072697
659,Villa Park,IL,41.8897519,-87.9889543
660,Waukegan,IL,42.3636331,-87.8447938
661,Western Springs,IL,41.8097532,-87.9006155
662,Wheaton,IL,41.8661403,-88.1070127
663,Winnetka,IL,42.1080834,-87.735895
664,Woodridge,IL,41.7469749,-88.0503406
665,Worth ,IL,32.0626642,34.7852965
666,Anderson,IN,40.1053196,-85.6802541
667,Auburn,IN,32.6098566,-85.4807825
668,Bedford,IN,52.1359783,-0.4666513
669,Bloomington,IN,39.165325,-86.5263857
670,Bluffton,IN,32.2371465,-80.8603868
671,Bristol,IN,51.454513,-2.58791
672,Brownsburg,IN,39.8433769,-86.3977735
673,Columbus,IN,17.4488464,78.3558279
674,Crown Point,IN,41.4169806,-87.3653135
675,Danville,IN,37.8215929,-121.9999606
676,Elkhart,IN,41.6819935,-85.9766671
677,Evansville,IN,37.9715592,-87.5710898
678,Evansvillle,IN,37.9715592,-87.5710898
679,Fort Wayne,IN,41.079273,-85.1393513
680,Franklin,IN,28.6307909,77.2243039
681,Gary,IN,21.4069373,81.3587035
682,Goshen,IN,41.5822716,-85.8344383
683,Griffith,IN,13.0953691,77.5973417
684,Indianapolis,IN,39.768403,-86.158068
685,Kokomo,IN,40.486427,-86.1336033
686,Lafayette,IN,30.2240897,-92.0198427
687,Marion,IN,-35,138.552
688,Merrillville,IN,41.4828144,-87.3328139
689,Muncie,IN,40.1933767,-85.3863599
690,Munster,IN,51.9606649,7.6261347
691,New Paris,IN,41.5033572,-85.8307059
692,Noblesville,IN,40.0455917,-86.0085955
693,Schererville,IN,41.4789246,-87.4547605
694,South Bend,IN,41.6763545,-86.2519898
695,Terre Haute,IN,39.4667034,-87.4139092
696,Valparaiso,IN,-33.047238,-71.6126885
697,Warsaw,IN,52.2296756,21.0122287
698,Winona Lake,IN,41.2272668,-85.8219345
699,Bunker Hill,KS,45.2024832,-93.2885685
700,Garden City,KS,43.6221108,-116.2381744
701,Hutchinson,KS,38.0608445,-97.9297743
702,Kansas City,KS,39.0997265,-94.5785667
703,Lawrence,KS,38.9716689,-95.2352501
704,Leawood,KS,38.966673,-94.6169012
705,Lenexa,KS,38.9536174,-94.7335709
706,Manhattan,KS,40.7830603,-73.9712488
707,Meade,KS,37.2855796,-100.3401456
708,Merriam,KS,39.0236165,-94.6935701
709,Mission,KS,37.0391825,-95.6142992
710,Newton,KS,42.3370413,-71.2092214
711,Olathe,KS,38.8813958,-94.8191285
712,Overland Park,KS,38.9822282,-94.6707917
713,Salina,KS,38.8402805,-97.6114237
714,Shawnee,KS,35.3272928,-96.9253004
715,Topeka,KS,39.0473451,-95.6751576
716,Wichita,KS,37.6871761,-97.330053
717,Witchita,KS,37.6871761,-97.330053
718,Berea,KY,37.568694,-84.2963223
719,Bowling Green,KY,41.3797788,-83.6300826
720,Clermont,KY,28.5494447,-81.7728543
721,Cold Spring,KY,41.4200937,-73.954583
722,Covington,KY,49.881222,-119.55291
723,Dry Ridge,KY,38.6820122,-84.5899426
724,Emmalena,KY,37.3342633,-83.0743342
725,Frankfort,KY,38.2009055,-84.8732835
726,Lexington,KY,38.0405837,-84.5037164
727,Lexington ,KY,38.0405837,-84.5037164
728,London,KY,51.5073509,-0.1277583
729,Louisville,KY,38.2526647,-85.7584557
730,Louisville ,KY,38.2526647,-85.7584557
731,Lousiville,KY,38.2526647,-85.7584557
732,Nicholasville,KY,37.8806341,-84.5729961
733,Owensboro,KY,37.7719074,-87.1111676
734,Paducah,KY,37.0833893,-88.6000478
735,Paintsville,KY,37.8145384,-82.8071054
736,Petersburg,KY,59.9310584,30.3609096
737,Scottsville,KY,37.798754,-78.4955648
738,Whitesburg,KY,37.1184318,-82.8268265
739,Alexandria,LA,31.2000924,29.9187387
740,Baton Rouge,LA,30.4514677,-91.1871466
741,Hammond,LA,33.314523,131.4783538
742,Houma,LA,29.5957696,-90.7195348
743,Lafayette,LA,30.2240897,-92.0198427
744,Lake Charles,LA,30.2265949,-93.2173758
745,Luling,LA,29.6805066,-97.647498
746,Metairie,LA,29.9840922,-90.1528519
747,Monroe,LA,13.7313627,100.5603246
748,New Orleans,LA,29.9510658,-90.0715323
749,Shreveport,LA,32.5251516,-93.7501789
750,Acton,MA,45.4947729,4.5598434
751,Allston,MA,42.3539038,-71.1337112
752,Amherst,MA,42.3732216,-72.5198537
753,Athol,MA,42.5959329,-72.2267383
754,Attleboro,MA,41.9445441,-71.2856082
755,Becket,MA,44.0155556,-88.5416667
756,Beverly,MA,42.5584283,-70.880049
757,Boston,MA,42.3600825,-71.0588801
758,Braintree,MA,51.880087,0.5509269
759,Brockton,MA,42.0834335,-71.0183787
760,Brookline,MA,42.3317642,-71.1211635
761,Burlington,MA,42.50499,-71.19583
762,Cambridge,MA,52.205337,0.121817
763,Charlestown,MA,42.3782065,-71.0602131
764,Chatham,MA,51.380952,0.52213
765,Chelsea,MA,32.64513,-5.9120896
766,Chestnut Hill,MA,40.0703334,-75.2070644
767,Concord,MA,37.9779776,-122.0310733
768,Danvers,MA,42.5750009,-70.932122
769,Dartmouth,MA,43.7044406,-72.2886935
770,Deerfield,MA,42.5445588,-72.6056435
771,Dorchester,MA,50.7111639,-2.441181
772,East Boston,MA,42.3702137,-71.0388601
773,Easthampton,MA,42.266757,-72.66898
774,Easton,MA,40.0505153,-82.915308
775,Edgartown,MA,41.3890052,-70.5133599
776,Fall River,MA,41.7014912,-71.1550451
777,Falmouth,MA,50.152571,-5.06627
778,Florence,MA,43.7695604,11.2558136
779,Framingham,MA,42.279286,-71.4161565
780,Gloucester,MA,51.8642449,-2.238156
781,Great Barrington,MA,42.1959798,-73.362008
782,Greenfield,MA,33.4748467,-7.6378986
783,Harvard,MA,42.3770029,-71.1166601
784,Hatfield,MA,51.763366,-0.22309
785,Jamaica Plain,MA,42.3097365,-71.1151431
786,Lawrence,MA,31.626698,-8.016137
787,Lenox,MA,33.8467226,-84.3637487
788,Lexington,MA,38.0405837,-84.5037164
789,Lincoln,MA,37.3763654,-5.9158542
790,Littleton,MA,39.613321,-105.0166498
791,Lowell,MA,53.7625158,-1.5113011
792,Lynn,MA,42.466763,-70.9494938
793,Marion,MA,-35,138.552
794,Marlborough,MA,51.420073,-1.727062
795,Mattapoisett,MA,41.6616323,-70.8150742
796,Medfield,MA,42.1875826,-71.3064597
797,Milton,MA,43.5182991,-79.8774042
798,Nantucket,MA,41.2834704,-70.099451
799,Natick,MA,42.2775281,-71.3468091
800,New Bedford,MA,41.6362152,-70.934205
801,Newburyport,MA,42.8125913,-70.8772751
802,Newton,MA,33.5324703,-7.5862322
803,Newton Centre,MA,42.3300503,-71.1948255
804,Newton Upper Falls,MA,42.3121798,-71.2205981
805,Newtonville,MA,42.3467771,-71.2072321
806,North Adams,MA,42.700915,-73.1087148
807,North Oxford,MA,51.767046,-1.2614699
808,Northampton,MA,52.240477,-0.902656
809,Norton,MA,41.971775,-71.172948
810,Norwell,MA,42.1615157,-70.7927832
811,Oak Bluffs,MA,41.4542793,-70.5619724
812,Orleans,MA,47.902964,1.909251
813,Peabody,MA,42.5278731,-70.9286609
814,Pittsfield,MA,42.4500845,-73.2453824
815,Plymouth,MA,50.3754565,-4.1426565
816,Princeton,MA,40.3430942,-74.6550739
817,Provincetown,MA,42.0584412,-70.1786425
818,Quincy,MA,42.2528772,-71.0022705
819,Roxbury,MA,42.3151978,-71.0913748
820,Roxbury Crossing,MA,42.3313406,-71.0954991
821,Salem,MA,42.51954,-70.8967155
822,Shrewsbury,MA,52.7073029,-2.7553268
823,Somerville,MA,42.3875968,-71.0994968
824,South Boston,MA,42.3381437,-71.0475773
825,South Deerfield,MA,42.4773097,-72.6078667
826,Springfield,MA,33.9968932,-6.8481544
827,Stoneham,MA,42.4802469,-71.0999719
828,Taunton,MA,51.015344,-3.106849
829,Waltham,MA,42.3764852,-71.2356113
830,Watertown,MA,43.9747838,-75.9107565
831,Wellesley,MA,42.296797,-71.2923877
832,Wellesley Hills,MA,42.3084301,-71.2786677
833,Wellfleet,MA,41.9305468,-70.0309753
834,West Falmouth,MA,41.6042744,-70.6344749
835,West Robury,MA,42.2797554,-71.1626756
836,Westford,MA,42.5792583,-71.4378411
837,Weymouth,MA,50.6144279,-2.457621
838,Williamstown,MA,-37.861,144.885
839,Woburn,MA,51.987703,-0.6209209
840,Woods Hole,MA,41.5264977,-70.6730857
841,Worcester,MA,52.193636,-2.221575
842,Yarmouth Port,MA,41.7088078,-70.2133591
843,Aberdeen,MD,57.149717,-2.094278
844,Adelphi,MD,40.7198865,-73.6522537
845,Annapolis,MD,38.9784453,-76.4921829
846,Baltimore,MD,39.2903848,-76.6121893
847,Bethesda,MD,47.6731993,26.2827705
848,Bethseda,MD,47.6731993,26.2827705
849,Bladensburg,MD,38.9392779,-76.9338631
850,Chevy Chase,MD,38.9692771,-77.0788667
851,Clarksburg,MD,39.2806451,-80.3445341
852,College Park,MD,38.9896967,-76.93776
853,Columbia,MD,47.1672901,27.5694982
854,Crownsville,MD,39.0284438,-76.6013536
855,Damascus,MD,33.5138073,36.2765279
856,Dunkirk,MD,51.0343684,2.3767763
857,Easton,MD,55.5983626,13.0008662
858,Edgewood,MD,41.4597662,-122.4329319
859,Elkridge,MD,39.1978788,-76.7625073
860,Emmitsburg,MD,39.7045417,-77.3269307
861,Forest Hill,MD,51.4397781,-0.0546416
862,Frederick,MD,39.4142688,-77.4105409
863,Gaithersburg,MD,39.1439689,-77.2016062
864,Germantown,MD,39.1731621,-77.2716502
865,Hagerstown,MD,39.6417629,-77.7199932
866,Hyattsville,MD,38.9559442,-76.9455301
867,Kensington,MD,51.5049757,-0.187681
868,Landover,MD,38.9340002,-76.8966397
869,Langley Park,MD,54.799723,-1.669523
870,Lanham,MD,38.9685112,-76.8620327
871,Mount Airy,MD,36.4993007,-80.6072858
872,Mt. Rainier,MD,46.8523075,-121.7603229
873,North Bethesda,MD,39.0445535,-77.1188678
874,Owings Mills,MD,39.4195499,-76.7802528
875,Reisterstown,MD,39.4695489,-76.8294213
876,Rockville,MD,39.0839973,-77.1527578
877,Silver Spring,MD,38.9906657,-77.026088
878,St. Michaels,MD,38.785393,-76.2233202
879,Takoma Park,MD,38.9778882,-77.0074765
880,Towson,MD,39.4014955,-76.6019125
881,Towson,MD,39.3925121,-76.6126392
882,Upper Marlboro,MD,38.8159473,-76.7496909
883,Westminster,MD,51.4974948,-0.1356583
884,Williamsport,MD,41.2411897,-77.0010786
885,Woodbine,MD,43.7144731,-79.6041188
886,Auburn,ME,32.6098566,-85.4807825
887,Augusta,ME,33.4734978,-82.0105148
888,Bangor,ME,53.22739,-4.129263
889,Bar Harbor,ME,44.3876119,-68.2039123
890,Bath,ME,51.3810641,-2.3590167
891,Boothbay,ME,43.8762865,-69.6337364
892,Boothbay Harbor,ME,43.8523045,-69.6281014
893,Brunswick,ME,31.1499528,-81.4914894
894,Camden,ME,51.5454736,-0.1627902
895,Casco,ME,40.851434,14.230577
896,East Boothbay,ME,43.8635508,-69.5861451
897,Ellsworth,ME,44.5434095,-68.4194641
898,Falmouth,ME,50.152571,-5.06627
899,Hallowell,ME,44.2859022,-69.7908786
900,Kennebunk,ME,43.3845306,-70.54399
901,Lewiston,ME,44.100351,-70.2147764
902,Mount Desert,ME,44.3357884,-68.3193614
903,New Gloucester,ME,43.962853,-70.2825536
904,Orland ,ME,39.7473803,-122.1963748
905,Portland,ME,45.5051064,-122.6750261
906,Rockland,ME,41.1489458,-73.9830029
907,Rockport,ME,44.193146,-69.10846
908,Sanford ,ME,51.4824971,-0.0423442
909,South Portland,ME,43.6414716,-70.2408811
910,Stonington,ME,41.3358915,-71.9058854
911,Waterville,ME,51.829465,-10.1745436
912,Westbrook,ME,43.708227,-70.341889
913,Allegan,MI,42.5291989,-85.8553031
914,Ann Arbor,MI,42.2808256,-83.7430378
915,Bay City,MI,43.5944677,-83.8888647
916,Benton Harbor,MI,42.1167065,-86.4541894
917,Berkley,MI,37.8715226,-122.273042
918,Berrien Springs,MI,41.9464342,-86.338905
919,Big Bay,MI,46.8157568,-87.7284636
920,Bingham Farms,MI,42.5158012,-83.2736647
921,Birmingham,MI,33.5185892,-86.8103567
922,Bloomfield Hills,MI,42.583645,-83.2454883
923,Brighton,MI,40.598019,-111.583187
924,Buchanan,MI,37.5273566,-79.6797614
925,Comstock Park,MI,43.0386368,-85.6700332
926,Dearborn,MI,42.3222599,-83.1763145
927,Detroit,MI,42.331427,-83.0457538
928,East Lansing,MI,42.7369792,-84.4838654
929,Eaton Rapids,MI,42.5092039,-84.655814
930,Farmington Hills,MI,42.4989936,-83.3677168
931,Flint,MI,43.0125274,-83.6874562
932,Grand Rapids,MI,42.9633599,-85.6680863
933,Grosse Pointe,MI,42.3861485,-82.9118591
934,Holland,MI,52.132633,5.291266
935,Hudsonville,MI,42.870859,-85.8650358
936,Interlochen,MI,44.6453738,-85.7676077
937,Jackson,MI,37.0328728,-95.6316455
938,Jackson,MI,32.2987573,-90.1848103
939,Kalamazoo,MI,42.2917069,-85.5872286
940,Lake Orion,MI,42.7844752,-83.2396612
941,Lansing,MI,42.732535,-84.5555347
942,Livonia,MI,42.36837,-83.3527097
943,Macomb,MI,42.7168759,-82.820974
944,Mattawan,MI,42.2094839,-85.784453
945,Michigan,MI,44.3148443,-85.6023643
946,Midland,MI,43.6155825,-84.2472116
947,Mount Pleasant,MI,32.8323225,-79.8284258
948,Muskegon,MI,43.2341813,-86.2483921
949,Novi,MI,42.48059,-83.4754913
950,Oak Park,MI,41.8850317,-87.7845025
951,Petoskey,MI,45.3733428,-84.9553296
952,Plymouth,MI,41.9584457,-70.6672621
953,Pontiac,MI,42.6389216,-83.2910468
954,Port Huron,MI,42.9708634,-82.4249142
955,Rives Junction,MI,42.3858695,-84.4616334
956,Rochester,MI,43.1565779,-77.6088465
957,Rochester Hills,MI,42.6583661,-83.1499322
958,Rockford,MI,42.2711311,-89.0939952
959,Royal Oak,MI,42.4894801,-83.1446485
960,Saginaw,MI,43.4194699,-83.9508068
961,Saint Joseph,MI,37.1177821,-84.1088832
962,Southfield,MI,42.4733688,-83.2218731
963,Taylor,MI,37.0321072,-95.6352855
964,Traverse City,MI,44.7630567,-85.6206317
965,Troy,MI,42.6064095,-83.1497751
966,Utica,MI,43.100903,-75.232664
967,Wayland,MI,37.4553097,-86.8877212
968,West Bloomfield,MI,42.5678534,-83.373339
969,Wixom,MI,42.5247555,-83.5363268
970,Wyoming,MI,43.0759678,-107.2902839
971,Ypsilanti,MI,42.2411499,-83.6129939
972,Zeeland,MI,51.4940309,3.8496815
973,Alexandria,MN,31.2000924,29.9187387
974,Apple Valley,MN,34.5008311,-117.1858759
975,Austin,MN,30.267153,-97.7430608
976,Bemidji,MN,47.471573,-94.8826861
977,Bloomington,MN,39.165325,-86.5263857
978,Brooklyn Center,MN,45.076076,-93.3327283
979,Cambridge,MN,52.205337,0.121817
980,Chrisholm,MN,-37.975611,145.2219328
981,Columbia Heights,MN,45.0481968,-93.2474098
982,Coon Rapids,MN,45.1732394,-93.3030063
983,Crookston,MN,47.7745617,-96.6093911
984,Detroit Lakes,MN,46.8171808,-95.8453253
985,Duluth,MN,46.7866719,-92.1004852
986,Eagan,MN,44.8041322,-93.1668858
987,Eden Prairie,MN,44.8546856,-93.470786
988,Edina,MN,44.8896866,-93.3499489
989,Ely,MN,52.399539,0.262363
990,Fergus Falls,MN,46.2835212,-96.0777887
991,Finland,MN,61.92411,25.7481511
992,Golden Valley,MN,44.9917149,-93.3600034
993,Hastings,MN,50.854259,0.573453
994,Hopkins,MN,39.3299013,-76.6205177
995,Little Falls,MN,45.9805556,-94.3694444
996,Mankato,MN,44.1635775,-93.9993996
997,Medina,MN,24.5246542,39.5691841
998,Mendota Heights,MN,44.8835768,-93.1382749
999,Minneapolis,MN,44.977753,-93.2650108
1000,MINNEAPOLIS           ,MN,44.977753,-93.2650108
1001,Minnetonka,MN,37.9681323,23.7300804
1002,New Hope,MN,40.3642728,-74.9512785
1003,North Branch,MN,45.5102135,-92.9931054
1004,Northfield,MN,44.4582983,-93.161604
1005,Owatonna,MN,44.0855572,-93.2259349
1006,Plymouth,MN,50.3754565,-4.1426565
1007,Richfield,MN,44.8832982,-93.2830021
1008,Rochester,MN,51.388,0.506721
1009,Roseville,MN,38.7521235,-121.2880059
1010,Saint Paul,MN,44.9537029,-93.0899578
1011,Sandstone,MN,46.133959,-92.861985
1012,South Saint Paul,MN,44.8759802,-93.0275802
1013,St. Cloud,MN,45.5579451,-94.1632404
1014,St. Louis Park,MN,44.9597376,-93.3702186
1015,St. Paul,MN,51.5138453,-0.0983506
1016,St. Paul,MN,44.9537029,-93.0899578
1017,St.Paul,MN,44.9537029,-93.0899578
1018,Stillwater,MN,45.056004,-92.8088443
1019,Vadnais Heights,MN,45.05058,-93.0693008
1020,West St. Paul,MN,44.9160768,-93.1016074
1021,White Bear Lake,MN,45.0853814,-93.0081479
1022,Willmar,MN,45.1223711,-95.048659
1023,Winona,MN,44.0553908,-91.6663523
1024,Ballwin,MO,38.5950532,-90.5462339
1025,Branson,MO,36.6436731,-93.2185144
1026,Brentwood,MO,51.620475,0.3071749
1027,Bridgeton,MO,39.427337,-75.2340768
1028,Camdenton,MO,38.0080902,-92.7446289
1029,Cape Girardeau,MO,37.3058839,-89.5181476
1030,Chesterfield,MO,53.235048,-1.421629
1031,Columbia,MO,38.93953,-92.334274
1032,Concordia,MO,45.4945643,-73.5773775
1033,Des Peres,MO,38.6008862,-90.4328968
1034,Falcon,MO,37.608413,-92.385392
1035,Fenton,MO,38.524566,-90.443555
1036,Harrisburg,MO,40.2731911,-76.8867008
1037,Independence,MO,39.104319,-94.365536
1038,Jefferson City,MO,38.5767017,-92.1735164
1039,Kansas City,MO,39.0997265,-94.5785667
1040,Kansas City ,MO,39.0997265,-94.5785667
1041,La Monte,MO,38.7741811,-93.4252099
1042,Lampe,MO,36.564812,-93.437792
1043,Lee's Summit,MO,38.9108408,-94.3821724
1044,Maryland Heights,MO,38.7131073,-90.4298401
1045,Mexico,MO,23.634501,-102.552784
1046,Saint Joseph,MO,39.7798,-94.817753
1047,Saint Louis,MO,38.6270025,-90.1994042
1048,Shelbina,MO,39.6939275,-92.0429502
1049,Sikeston,MO,36.876719,-89.5878579
1050,Spring,MO,36.740963,-93.378286
1051,Springfield,MO,37.201785,-93.31212
1052,St. Louis,MO,38.6270025,-90.1994042
1053,St. Lousis,MO,38.6270025,-90.1994042
1054,Ste. Genevieve,MO,37.9786618,-90.0475582
1055,University City,MO,38.6682407,-90.3324856
1056,Valley Park,MO,38.5492204,-90.4926214
1057,Warrenton,MO,38.7134516,-77.7952712
1058,Brandon,MS,49.848471,-99.9500904
1059,Cary,MS,35.79154,-78.7811169
1060,Clinton,MS,32.357004,-90.334751
1061,Columbus,MS,39.9611755,-82.9987942
1062,French Camp,MS,37.8817227,-121.2747843
1063,Gulfport,MS,30.3674198,-89.0928155
1064,Hattiesburg,MS,31.3271189,-89.2903392
1065,Jackson,MS,17.0231216,-61.7606353
1066,Mississippi State University,MS,33.4551742,-88.7943766
1067,Pascagoula,MS,30.3657552,-88.5561272
1068,Ridgeland,MS,32.4284761,-90.1323087
1069,Tupelo,MS,34.2576066,-88.7033859
1070,Tutwiler,MS,32.5640382,-86.1940048
1071,University,MS,16.7553587,-62.2178936
1072,Vancleave,MS,30.5404745,-88.6875237
1073,Vicksburg,MS,32.3526456,-90.877882
1074,Billings,MT,45.7832856,-108.5006904
1075,Bozeman,MT,45.6769979,-111.0429339
1076,Columbia Falls,MT,48.3799643,-114.1804038
1077,Columbus,MT,36.7236872,14.8140988
1078,Gold Creek,MT,46.587333,-112.928704
1079,Great Falls,MT,38.9987208,-77.2538699
1080,Helena,MT,35.9087308,14.480392
1081,Kalispell,MT,48.1919889,-114.316813
1082,Missoula,MT,46.8721284,-113.9940314
1083,Whitefish,MT,48.4106373,-114.3352652
1084,Albermarle,NC,50.6600234,4.6313447
1085,Apex,NC,45.7446647,4.8262035
1086,Asheboro,NC,35.7079146,-79.8136446
1087,Asheville,NC,35.5950581,-82.5514869
1088,Bald Head Island,NC,33.8618418,-77.9944332
1089,Bayboro,NC,35.1429445,-76.7702093
1090,Black Mountain,NC,35.6178951,-82.3212302
1091,Boone,NC,36.216795,-81.6745517
1092,Brevard,NC,35.2334472,-82.7342919
1093,Burlington,NC,44.4758825,-73.212072
1094,Carrboro,NC,35.9101438,-79.0752895
1095,Cary,NC,35.79154,-78.7811169
1096,Chapel Hill,NC,35.9131996,-79.0558445
1097,Charlotte,NC,35.2270869,-80.8431267
1098,Columbus,NC,39.9611755,-82.9987942
1099,Concord,NC,42.4603719,-71.3489484
1100,Cornelius,NC,47.4284211,2.5733737
1101,Crossnore,NC,36.0217938,-81.9295579
1102,Durham,NC,54.77525,-1.584852
1103,Eden,NC,46.3413572,2.6023366
1104,Elizabeth City,NC,36.2946008,-76.2510461
1105,Fayetteville,NC,35.0526641,-78.8783585
1106,Gastonia,NC,35.262082,-81.1873005
1107,Goldsboro,NC,35.3848841,-77.9927651
1108,Graham,NC,50.6867561,4.3182495
1109,Greensboro,NC,36.0726354,-79.7919754
1110,Hendersonville,NC,35.3187279,-82.4609528
1111,Hickory,NC,51.129261,-1.7328444
1112,High Point,NC,46.1528164,-1.1565227
1113,Highlands,NC,57.4595749,-4.2263955
1114,Huntersville,NC,35.410694,-80.8428504
1115,Kannapolis,NC,35.4873613,-80.6217341
1116,Kernersville,NC,36.1198588,-80.0736533
1117,Lake Waccamaw,NC,34.3190578,-78.5000088
1118,Lexington,NC,38.0405837,-84.5037164
1119,Matthews,NC,49.0649388,2.1141222
1120,Morrisville,NC,42.8986791,-75.6401825
1121,Morrisville,NC,42.89549,-75.640289
1122,Newport,NC,41.4901024,-71.3128285
1123,North Wilkesboro,NC,36.1584651,-81.1475841
1124,Oxford,NC,50.8276376,3.2695977
1125,Pittsboro,NC,35.7201463,-79.1772371
1126,Raleigh,NC,35.7795897,-78.6381787
1127,Randleman,NC,35.8179143,-79.8030873
1128,Research Triangle Park,NC,35.8991678,-78.8636402
1129,Rocky Mount,NC,35.9382103,-77.7905339
1130,Salisbury,NC,51.068785,-1.794472
1131,Shelby,NC,47.565149,1.3722666
1132,Sylva,NC,35.3737111,-83.2259803
1133,Thomasville,NC,30.8365815,-83.9787808
1134,Wake Forest,NC,36.1355052,-80.2791958
1135,Wilmington,NC,34.2103894,-77.8868117
1136,Winston Salem,NC,36.0998596,-80.244216
1137,Winston-Salem,NC,36.0998596,-80.244216
1138,Bismarck,ND,46.8083268,-100.7837392
1139,Fargo,ND,46.8771863,-96.7898034
1140,Grand Forks,ND,47.9252568,-97.0328547
1141,Ashland,NE,42.1945758,-122.7094767
1142,Bellevue,NE,47.6101497,-122.2015159
1143,Boys Town,NE,41.2611099,-96.1319649
1144,Grand Island,NE,40.9263957,-98.3420118
1145,Hastings,NE,50.854259,0.573453
1146,Lincoln,NE,53.230688,-0.540579
1147,Nebraska City,NE,40.6765745,-95.8593616
1148,Norfolk,NE,36.8507689,-76.2858726
1149,Omaha,NE,41.2565369,-95.9345034
1150,O'Neill,NE,42.461306,-98.647284
1151,Concord,NH,37.9779776,-122.0310733
1152,Enfield,NH,42.0027181,-72.5441445
1153,Hancock,NH,36.841752,-95.546643
1154,Keene,NH,42.933692,-72.2781409
1155,Laconia,NH,43.5278546,-71.4703509
1156,Lebanon,NH,33.854721,35.862285
1157,Manchester,NH,53.4807593,-2.2426305
1158,Merrimack,NH,42.8678693,-71.4948322
1159,Milford,NH,41.2306979,-73.064036
1160,Nashua,NH,42.7653662,-71.467566
1161,North Conway,NH,44.0536805,-71.1284041
1162,Peterborough,NH,52.6039345,-0.3071203
1163,Portsmouth,NH,43.0717552,-70.7625532
1164,Stratham,NH,43.0228677,-70.9163873
1165,Swanzey,NH,42.8741204,-72.2795383
1166,Asbury,NJ,37.0457815,-95.6715121
1167,Asbury Park,NJ,40.2203907,-74.0120817
1168,Atlantic City,NJ,39.3642834,-74.4229266
1169,Bernardsville,NJ,40.7187119,-74.569324
1170,Brick,NJ,36.0888239,-95.8545437
1171,Bridgewater,NJ,41.9903519,-70.9750541
1172,Browns Mills,NJ,39.9726147,-74.5829331
1173,Camden,NJ,39.9259463,-75.1196199
1174,Cedar Grove,NJ,40.8517876,-74.2290319
